,d,k,r
4286,5700000,66000000,10.578947368421053
4287,5700000,67000000,10.75438596491228
4288,5700000,68000000,10.929824561403509
4289,5700000,69000000,11.105263157894736
4290,5700000,70000000,11.280701754385966
4291,5700000,71000000,11.456140350877194
4292,5700000,72000000,11.631578947368421
4293,5700000,73000000,11.807017543859649
4294,5700000,74000000,11.982456140350877
4295,5700000,75000000,12.157894736842104
4296,5700000,76000000,12.333333333333334
4297,5700000,77000000,12.508771929824562
4298,5700000,78000000,12.68421052631579
4299,5700000,79000000,12.859649122807017
4300,5700000,80000000,13.035087719298245
4301,5700000,81000000,13.210526315789474
4302,5700000,82000000,13.385964912280702
4303,5700000,83000000,13.56140350877193
4304,5700000,84000000,13.736842105263158
4305,5700000,85000000,13.912280701754385
4306,5700000,86000000,14.087719298245615
4307,5700000,87000000,14.263157894736842
4308,5700000,88000000,14.43859649122807
4309,5700000,89000000,14.614035087719298
4310,5700000,90000000,14.789473684210526
4311,5700000,91000000,14.964912280701755
4312,5700000,92000000,15.140350877192983
4313,5700000,93000000,15.31578947368421
4314,5700000,94000000,15.491228070175438
4315,5700000,95000000,15.666666666666666
4316,5700000,96000000,15.842105263157896
4317,5700000,97000000,16.017543859649123
4318,5700000,98000000,16.19298245614035
4319,5700000,99000000,16.36842105263158
4320,5800000,10000000,0.7241379310344828
4321,5800000,11000000,0.896551724137931
4322,5800000,12000000,1.0689655172413792
4323,5800000,13000000,1.2413793103448276
4324,5800000,14000000,1.4137931034482758
4325,5800000,15000000,1.5862068965517242
4326,5800000,16000000,1.7586206896551724
4327,5800000,17000000,1.9310344827586208
4328,5800000,18000000,2.103448275862069
4329,5800000,19000000,2.2758620689655173
4330,5800000,20000000,2.4482758620689653
4331,5800000,21000000,2.6206896551724137
4332,5800000,22000000,2.793103448275862
4333,5800000,23000000,2.9655172413793105
4334,5800000,24000000,3.1379310344827585
4335,5800000,25000000,3.310344827586207
4336,5800000,26000000,3.4827586206896552
4337,5800000,27000000,3.6551724137931036
4338,5800000,28000000,3.8275862068965516
4339,5800000,29000000,4.0
4340,5800000,30000000,4.172413793103448
4341,5800000,31000000,4.344827586206897
4342,5800000,32000000,4.517241379310345
4343,5800000,33000000,4.689655172413793
4344,5800000,34000000,4.862068965517241
4345,5800000,35000000,5.0344827586206895
4346,5800000,36000000,5.206896551724138
4347,5800000,37000000,5.379310344827586
4348,5800000,38000000,5.551724137931035
4349,5800000,39000000,5.724137931034483
4350,5800000,40000000,5.896551724137931
4351,5800000,41000000,6.068965517241379
4352,5800000,42000000,6.241379310344827
4353,5800000,43000000,6.413793103448276
4354,5800000,44000000,6.586206896551724
4355,5800000,45000000,6.758620689655173
4356,5800000,46000000,6.931034482758621
4357,5800000,47000000,7.103448275862069
4358,5800000,48000000,7.275862068965517
4359,5800000,49000000,7.448275862068965
4360,5800000,50000000,7.620689655172414
4361,5800000,51000000,7.793103448275862
4362,5800000,52000000,7.9655172413793105
4363,5800000,53000000,8.137931034482758
4364,5800000,54000000,8.310344827586206
4365,5800000,55000000,8.482758620689655
4366,5800000,56000000,8.655172413793103
4367,5800000,57000000,8.827586206896552
4368,5800000,58000000,9.0
4369,5800000,59000000,9.172413793103448
4370,5800000,60000000,9.344827586206897
4371,5800000,61000000,9.517241379310345
4372,5800000,62000000,9.689655172413794
4373,5800000,63000000,9.862068965517242
4374,5800000,64000000,10.03448275862069
4375,5800000,65000000,10.206896551724139
4376,5800000,66000000,10.379310344827585
4377,5800000,67000000,10.551724137931034
4378,5800000,68000000,10.724137931034482
4379,5800000,69000000,10.89655172413793
4380,5800000,70000000,11.068965517241379
4381,5800000,71000000,11.241379310344827
4382,5800000,72000000,11.413793103448276
4383,5800000,73000000,11.586206896551724
4384,5800000,74000000,11.758620689655173
4385,5800000,75000000,11.931034482758621
4386,5800000,76000000,12.10344827586207
4387,5800000,77000000,12.275862068965518
4388,5800000,78000000,12.448275862068966
4389,5800000,79000000,12.620689655172415
4390,5800000,80000000,12.793103448275861
4391,5800000,81000000,12.96551724137931
4392,5800000,82000000,13.137931034482758
4393,5800000,83000000,13.310344827586206
4394,5800000,84000000,13.482758620689655
4395,5800000,85000000,13.655172413793103
4396,5800000,86000000,13.827586206896552
4397,5800000,87000000,14.0
4398,5800000,88000000,14.172413793103448
4399,5800000,89000000,14.344827586206897
4400,5800000,90000000,14.517241379310345
4401,5800000,91000000,14.689655172413794
4402,5800000,92000000,14.862068965517242
4403,5800000,93000000,15.03448275862069
4404,5800000,94000000,15.206896551724139
4405,5800000,95000000,15.379310344827585
4406,5800000,96000000,15.551724137931034
4407,5800000,97000000,15.724137931034482
4408,5800000,98000000,15.89655172413793
4409,5800000,99000000,16.06896551724138
4410,5900000,10000000,0.6949152542372882
4411,5900000,11000000,0.864406779661017
4412,5900000,12000000,1.0338983050847457
4413,5900000,13000000,1.2033898305084745
4414,5900000,14000000,1.3728813559322033
4415,5900000,15000000,1.5423728813559323
4416,5900000,16000000,1.7118644067796611
4417,5900000,17000000,1.88135593220339
4418,5900000,18000000,2.0508474576271185
4419,5900000,19000000,2.2203389830508473
4420,5900000,20000000,2.389830508474576
4421,5900000,21000000,2.559322033898305
4422,5900000,22000000,2.7288135593220337
4423,5900000,23000000,2.8983050847457625
4424,5900000,24000000,3.0677966101694913
4425,5900000,25000000,3.23728813559322
4426,5900000,26000000,3.406779661016949
4427,5900000,27000000,3.5762711864406778
4428,5900000,28000000,3.7457627118644066
4429,5900000,29000000,3.9152542372881354
4430,5900000,30000000,4.084745762711864
4431,5900000,31000000,4.254237288135593
4432,5900000,32000000,4.423728813559322
4433,5900000,33000000,4.593220338983051
4434,5900000,34000000,4.762711864406779
4435,5900000,35000000,4.932203389830509
4436,5900000,36000000,5.101694915254237
4437,5900000,37000000,5.271186440677966
4438,5900000,38000000,5.440677966101695
4439,5900000,39000000,5.610169491525424
4440,5900000,40000000,5.779661016949152
4441,5900000,41000000,5.9491525423728815
4442,5900000,42000000,6.11864406779661
4443,5900000,43000000,6.288135593220339
4444,5900000,44000000,6.4576271186440675
4445,5900000,45000000,6.627118644067797
4446,5900000,46000000,6.796610169491525
4447,5900000,47000000,6.966101694915254
4448,5900000,48000000,7.135593220338983
4449,5900000,49000000,7.305084745762712
4450,5900000,50000000,7.47457627118644
4451,5900000,51000000,7.6440677966101696
4452,5900000,52000000,7.813559322033898
4453,5900000,53000000,7.983050847457627
4454,5900000,54000000,8.152542372881356
4455,5900000,55000000,8.322033898305085
4456,5900000,56000000,8.491525423728813
4457,5900000,57000000,8.661016949152541
4458,5900000,58000000,8.830508474576272
4459,5900000,59000000,9.0
4460,5900000,60000000,9.169491525423728
4461,5900000,61000000,9.338983050847459
4462,5900000,62000000,9.508474576271187
4463,5900000,63000000,9.677966101694915
4464,5900000,64000000,9.847457627118644
4465,5900000,65000000,10.016949152542374
4466,5900000,66000000,10.186440677966102
4467,5900000,67000000,10.35593220338983
4468,5900000,68000000,10.525423728813559
4469,5900000,69000000,10.694915254237289
4470,5900000,70000000,10.864406779661017
4471,5900000,71000000,11.033898305084746
4472,5900000,72000000,11.203389830508474
4473,5900000,73000000,11.372881355932204
4474,5900000,74000000,11.542372881355933
4475,5900000,75000000,11.711864406779661
4476,5900000,76000000,11.88135593220339
4477,5900000,77000000,12.05084745762712
4478,5900000,78000000,12.220338983050848
4479,5900000,79000000,12.389830508474576
4480,5900000,80000000,12.559322033898304
4481,5900000,81000000,12.728813559322035
4482,5900000,82000000,12.898305084745763
4483,5900000,83000000,13.067796610169491
4484,5900000,84000000,13.23728813559322
4485,5900000,85000000,13.40677966101695
4486,5900000,86000000,13.576271186440678
4487,5900000,87000000,13.745762711864407
4488,5900000,88000000,13.915254237288135
4489,5900000,89000000,14.084745762711865
4490,5900000,90000000,14.254237288135593
4491,5900000,91000000,14.423728813559322
4492,5900000,92000000,14.59322033898305
4493,5900000,93000000,14.76271186440678
4494,5900000,94000000,14.932203389830509
4495,5900000,95000000,15.101694915254237
4496,5900000,96000000,15.271186440677965
4497,5900000,97000000,15.440677966101696
4498,5900000,98000000,15.610169491525424
4499,5900000,99000000,15.779661016949152
4500,6000000,10000000,0.6666666666666666
4501,6000000,11000000,0.8333333333333334
4502,6000000,12000000,1.0
4503,6000000,13000000,1.1666666666666667
4504,6000000,14000000,1.3333333333333333
4505,6000000,15000000,1.5
4506,6000000,16000000,1.6666666666666667
4507,6000000,17000000,1.8333333333333333
4508,6000000,18000000,2.0
4509,6000000,19000000,2.1666666666666665
4510,6000000,20000000,2.3333333333333335
4511,6000000,21000000,2.5
4512,6000000,22000000,2.6666666666666665
4513,6000000,23000000,2.8333333333333335
4514,6000000,24000000,3.0
4515,6000000,25000000,3.1666666666666665
4516,6000000,26000000,3.3333333333333335
4517,6000000,27000000,3.5
4518,6000000,28000000,3.6666666666666665
4519,6000000,29000000,3.8333333333333335
4520,6000000,30000000,4.0
4521,6000000,31000000,4.166666666666667
4522,6000000,32000000,4.333333333333333
4523,6000000,33000000,4.5
4524,6000000,34000000,4.666666666666667
4525,6000000,35000000,4.833333333333333
4526,6000000,36000000,5.0
4527,6000000,37000000,5.166666666666667
4528,6000000,38000000,5.333333333333333
4529,6000000,39000000,5.5
4530,6000000,40000000,5.666666666666667
4531,6000000,41000000,5.833333333333333
4532,6000000,42000000,6.0
4533,6000000,43000000,6.166666666666667
4534,6000000,44000000,6.333333333333333
4535,6000000,45000000,6.5
4536,6000000,46000000,6.666666666666667
4537,6000000,47000000,6.833333333333333
4538,6000000,48000000,7.0
4539,6000000,49000000,7.166666666666667
4540,6000000,50000000,7.333333333333333
4541,6000000,51000000,7.5
4542,6000000,52000000,7.666666666666667
4543,6000000,53000000,7.833333333333333
4544,6000000,54000000,8.0
4545,6000000,55000000,8.166666666666666
4546,6000000,56000000,8.333333333333334
4547,6000000,57000000,8.5
4548,6000000,58000000,8.666666666666666
4549,6000000,59000000,8.833333333333334
4550,6000000,60000000,9.0
4551,6000000,61000000,9.166666666666666
4552,6000000,62000000,9.333333333333334
4553,6000000,63000000,9.5
4554,6000000,64000000,9.666666666666666
4555,6000000,65000000,9.833333333333334
4556,6000000,66000000,10.0
4557,6000000,67000000,10.166666666666666
4558,6000000,68000000,10.333333333333334
4559,6000000,69000000,10.5
4560,6000000,70000000,10.666666666666666
4561,6000000,71000000,10.833333333333334
4562,6000000,72000000,11.0
4563,6000000,73000000,11.166666666666666
4564,6000000,74000000,11.333333333333334
4565,6000000,75000000,11.5
4566,6000000,76000000,11.666666666666666
4567,6000000,77000000,11.833333333333334
4568,6000000,78000000,12.0
4569,6000000,79000000,12.166666666666666
4570,6000000,80000000,12.333333333333334
4571,6000000,81000000,12.5
4572,6000000,82000000,12.666666666666666
4573,6000000,83000000,12.833333333333334
4574,6000000,84000000,13.0
4575,6000000,85000000,13.166666666666666
4576,6000000,86000000,13.333333333333334
4577,6000000,87000000,13.5
4578,6000000,88000000,13.666666666666666
4579,6000000,89000000,13.833333333333334
4580,6000000,90000000,14.0
4581,6000000,91000000,14.166666666666666
4582,6000000,92000000,14.333333333333334
4583,6000000,93000000,14.5
4584,6000000,94000000,14.666666666666666
4585,6000000,95000000,14.833333333333334
4586,6000000,96000000,15.0
4587,6000000,97000000,15.166666666666666
4588,6000000,98000000,15.333333333333334
4589,6000000,99000000,15.5
4590,6100000,10000000,0.639344262295082
4591,6100000,11000000,0.8032786885245902
4592,6100000,12000000,0.9672131147540983
4593,6100000,13000000,1.1311475409836065
4594,6100000,14000000,1.2950819672131149
4595,6100000,15000000,1.459016393442623
4596,6100000,16000000,1.6229508196721312
4597,6100000,17000000,1.7868852459016393
4598,6100000,18000000,1.9508196721311475
4599,6100000,19000000,2.1147540983606556
4600,6100000,20000000,2.278688524590164
4601,6100000,21000000,2.442622950819672
4602,6100000,22000000,2.6065573770491803
4603,6100000,23000000,2.7704918032786887
4604,6100000,24000000,2.9344262295081966
4605,6100000,25000000,3.098360655737705
4606,6100000,26000000,3.262295081967213
4607,6100000,27000000,3.4262295081967213
4608,6100000,28000000,3.5901639344262297
4609,6100000,29000000,3.7540983606557377
4610,6100000,30000000,3.918032786885246
4611,6100000,31000000,4.081967213114754
4612,6100000,32000000,4.245901639344262
4613,6100000,33000000,4.409836065573771
4614,6100000,34000000,4.573770491803279
4615,6100000,35000000,4.737704918032787
4616,6100000,36000000,4.901639344262295
4617,6100000,37000000,5.065573770491803
4618,6100000,38000000,5.229508196721311
4619,6100000,39000000,5.39344262295082
4620,6100000,40000000,5.557377049180328
4621,6100000,41000000,5.721311475409836
4622,6100000,42000000,5.885245901639344
4623,6100000,43000000,6.049180327868853
4624,6100000,44000000,6.213114754098361
4625,6100000,45000000,6.377049180327869
4626,6100000,46000000,6.540983606557377
4627,6100000,47000000,6.704918032786885
4628,6100000,48000000,6.868852459016393
4629,6100000,49000000,7.032786885245901
4630,6100000,50000000,7.19672131147541
4631,6100000,51000000,7.360655737704918
4632,6100000,52000000,7.524590163934426
4633,6100000,53000000,7.688524590163935
4634,6100000,54000000,7.852459016393443
4635,6100000,55000000,8.01639344262295
4636,6100000,56000000,8.180327868852459
4637,6100000,57000000,8.344262295081966
4638,6100000,58000000,8.508196721311476
4639,6100000,59000000,8.672131147540984
4640,6100000,60000000,8.836065573770492
4641,6100000,61000000,9.0
4642,6100000,62000000,9.163934426229508
4643,6100000,63000000,9.327868852459016
4644,6100000,64000000,9.491803278688524
4645,6100000,65000000,9.655737704918034
4646,6100000,66000000,9.819672131147541
4647,6100000,67000000,9.98360655737705
4648,6100000,68000000,10.147540983606557
4649,6100000,69000000,10.311475409836065
4650,6100000,70000000,10.475409836065573
4651,6100000,71000000,10.639344262295081
4652,6100000,72000000,10.80327868852459
4653,6100000,73000000,10.967213114754099
4654,6100000,74000000,11.131147540983607
4655,6100000,75000000,11.295081967213115
4656,6100000,76000000,11.459016393442623
4657,6100000,77000000,11.62295081967213
4658,6100000,78000000,11.78688524590164
4659,6100000,79000000,11.950819672131148
4660,6100000,80000000,12.114754098360656
4661,6100000,81000000,12.278688524590164
4662,6100000,82000000,12.442622950819672
4663,6100000,83000000,12.60655737704918
4664,6100000,84000000,12.770491803278688
4665,6100000,85000000,12.934426229508198
4666,6100000,86000000,13.098360655737705
4667,6100000,87000000,13.262295081967213
4668,6100000,88000000,13.426229508196721
4669,6100000,89000000,13.59016393442623
4670,6100000,90000000,13.754098360655737
4671,6100000,91000000,13.918032786885245
4672,6100000,92000000,14.081967213114755
4673,6100000,93000000,14.245901639344263
4674,6100000,94000000,14.40983606557377
4675,6100000,95000000,14.573770491803279
4676,6100000,96000000,14.737704918032787
4677,6100000,97000000,14.901639344262295
4678,6100000,98000000,15.065573770491802
4679,6100000,99000000,15.229508196721312
4680,6200000,10000000,0.6129032258064516
4681,6200000,11000000,0.7741935483870968
4682,6200000,12000000,0.9354838709677419
4683,6200000,13000000,1.096774193548387
4684,6200000,14000000,1.2580645161290323
4685,6200000,15000000,1.4193548387096775
4686,6200000,16000000,1.5806451612903225
4687,6200000,17000000,1.7419354838709677
4688,6200000,18000000,1.903225806451613
4689,6200000,19000000,2.064516129032258
4690,6200000,20000000,2.225806451612903
4691,6200000,21000000,2.3870967741935485
4692,6200000,22000000,2.5483870967741935
4693,6200000,23000000,2.7096774193548385
4694,6200000,24000000,2.870967741935484
4695,6200000,25000000,3.032258064516129
4696,6200000,26000000,3.193548387096774
4697,6200000,27000000,3.3548387096774195
4698,6200000,28000000,3.5161290322580645
4699,6200000,29000000,3.6774193548387095
4700,6200000,30000000,3.838709677419355
4701,6200000,31000000,4.0
4702,6200000,32000000,4.161290322580645
4703,6200000,33000000,4.32258064516129
4704,6200000,34000000,4.483870967741935
4705,6200000,35000000,4.645161290322581
4706,6200000,36000000,4.806451612903226
4707,6200000,37000000,4.967741935483871
4708,6200000,38000000,5.129032258064516
4709,6200000,39000000,5.290322580645161
4710,6200000,40000000,5.451612903225806
4711,6200000,41000000,5.612903225806452
4712,6200000,42000000,5.774193548387097
4713,6200000,43000000,5.935483870967742
4714,6200000,44000000,6.096774193548387
4715,6200000,45000000,6.258064516129032
4716,6200000,46000000,6.419354838709677
4717,6200000,47000000,6.580645161290323
4718,6200000,48000000,6.741935483870968
4719,6200000,49000000,6.903225806451613
4720,6200000,50000000,7.064516129032258
4721,6200000,51000000,7.225806451612903
4722,6200000,52000000,7.387096774193548
4723,6200000,53000000,7.548387096774194
4724,6200000,54000000,7.709677419354839
4725,6200000,55000000,7.870967741935484
4726,6200000,56000000,8.03225806451613
4727,6200000,57000000,8.193548387096774
4728,6200000,58000000,8.35483870967742
4729,6200000,59000000,8.516129032258064
4730,6200000,60000000,8.67741935483871
4731,6200000,61000000,8.838709677419354
4732,6200000,62000000,9.0
4733,6200000,63000000,9.161290322580646
4734,6200000,64000000,9.32258064516129
4735,6200000,65000000,9.483870967741936
4736,6200000,66000000,9.64516129032258
4737,6200000,67000000,9.806451612903226
4738,6200000,68000000,9.96774193548387
4739,6200000,69000000,10.129032258064516
4740,6200000,70000000,10.290322580645162
4741,6200000,71000000,10.451612903225806
4742,6200000,72000000,10.612903225806452
4743,6200000,73000000,10.774193548387096
4744,6200000,74000000,10.935483870967742
4745,6200000,75000000,11.096774193548388
4746,6200000,76000000,11.258064516129032
4747,6200000,77000000,11.419354838709678
4748,6200000,78000000,11.580645161290322
4749,6200000,79000000,11.741935483870968
4750,6200000,80000000,11.903225806451612
4751,6200000,81000000,12.064516129032258
4752,6200000,82000000,12.225806451612904
4753,6200000,83000000,12.387096774193548
4754,6200000,84000000,12.548387096774194
4755,6200000,85000000,12.709677419354838
4756,6200000,86000000,12.870967741935484
4757,6200000,87000000,13.03225806451613
4758,6200000,88000000,13.193548387096774
4759,6200000,89000000,13.35483870967742
4760,6200000,90000000,13.516129032258064
4761,6200000,91000000,13.67741935483871
4762,6200000,92000000,13.838709677419354
4763,6200000,93000000,14.0
4764,6200000,94000000,14.161290322580646
4765,6200000,95000000,14.32258064516129
4766,6200000,96000000,14.483870967741936
4767,6200000,97000000,14.64516129032258
4768,6200000,98000000,14.806451612903226
4769,6200000,99000000,14.96774193548387
4770,6300000,10000000,0.5873015873015873
4771,6300000,11000000,0.746031746031746
4772,6300000,12000000,0.9047619047619048
4773,6300000,13000000,1.0634920634920635
4774,6300000,14000000,1.2222222222222223
4775,6300000,15000000,1.380952380952381
4776,6300000,16000000,1.5396825396825398
4777,6300000,17000000,1.6984126984126984
4778,6300000,18000000,1.8571428571428572
4779,6300000,19000000,2.015873015873016
4780,6300000,20000000,2.1746031746031744
4781,6300000,21000000,2.3333333333333335
4782,6300000,22000000,2.492063492063492
4783,6300000,23000000,2.6507936507936507
4784,6300000,24000000,2.8095238095238093
4785,6300000,25000000,2.9682539682539684
4786,6300000,26000000,3.126984126984127
4787,6300000,27000000,3.2857142857142856
4788,6300000,28000000,3.4444444444444446
4789,6300000,29000000,3.6031746031746033
4790,6300000,30000000,3.761904761904762
4791,6300000,31000000,3.9206349206349205
4792,6300000,32000000,4.079365079365079
4793,6300000,33000000,4.238095238095238
4794,6300000,34000000,4.396825396825397
4795,6300000,35000000,4.555555555555555
4796,6300000,36000000,4.714285714285714
4797,6300000,37000000,4.873015873015873
4798,6300000,38000000,5.031746031746032
4799,6300000,39000000,5.190476190476191
4800,6300000,40000000,5.349206349206349
4801,6300000,41000000,5.507936507936508
4802,6300000,42000000,5.666666666666667
4803,6300000,43000000,5.825396825396825
4804,6300000,44000000,5.984126984126984
4805,6300000,45000000,6.142857142857143
4806,6300000,46000000,6.301587301587301
4807,6300000,47000000,6.4603174603174605
4808,6300000,48000000,6.619047619047619
4809,6300000,49000000,6.777777777777778
4810,6300000,50000000,6.936507936507937
4811,6300000,51000000,7.095238095238095
4812,6300000,52000000,7.253968253968254
4813,6300000,53000000,7.412698412698413
4814,6300000,54000000,7.571428571428571
4815,6300000,55000000,7.73015873015873
4816,6300000,56000000,7.888888888888889
4817,6300000,57000000,8.047619047619047
4818,6300000,58000000,8.206349206349206
4819,6300000,59000000,8.365079365079366
4820,6300000,60000000,8.523809523809524
4821,6300000,61000000,8.682539682539682
4822,6300000,62000000,8.841269841269842
4823,6300000,63000000,9.0
4824,6300000,64000000,9.158730158730158
4825,6300000,65000000,9.317460317460318
4826,6300000,66000000,9.476190476190476
4827,6300000,67000000,9.634920634920634
4828,6300000,68000000,9.793650793650794
4829,6300000,69000000,9.952380952380953
4830,6300000,70000000,10.11111111111111
4831,6300000,71000000,10.26984126984127
4832,6300000,72000000,10.428571428571429
4833,6300000,73000000,10.587301587301587
4834,6300000,74000000,10.746031746031745
4835,6300000,75000000,10.904761904761905
4836,6300000,76000000,11.063492063492063
4837,6300000,77000000,11.222222222222221
4838,6300000,78000000,11.380952380952381
4839,6300000,79000000,11.53968253968254
4840,6300000,80000000,11.698412698412698
4841,6300000,81000000,11.857142857142858
4842,6300000,82000000,12.015873015873016
4843,6300000,83000000,12.174603174603174
4844,6300000,84000000,12.333333333333334
4845,6300000,85000000,12.492063492063492
4846,6300000,86000000,12.65079365079365
4847,6300000,87000000,12.80952380952381
4848,6300000,88000000,12.968253968253968
4849,6300000,89000000,13.126984126984127
4850,6300000,90000000,13.285714285714286
4851,6300000,91000000,13.444444444444445
4852,6300000,92000000,13.603174603174603
4853,6300000,93000000,13.761904761904763
4854,6300000,94000000,13.920634920634921
4855,6300000,95000000,14.079365079365079
4856,6300000,96000000,14.238095238095237
4857,6300000,97000000,14.396825396825397
4858,6300000,98000000,14.555555555555555
4859,6300000,99000000,14.714285714285714
4860,6400000,10000000,0.5625
4861,6400000,11000000,0.71875
4862,6400000,12000000,0.875
4863,6400000,13000000,1.03125
4864,6400000,14000000,1.1875
4865,6400000,15000000,1.34375
4866,6400000,16000000,1.5
4867,6400000,17000000,1.65625
4868,6400000,18000000,1.8125
4869,6400000,19000000,1.96875
4870,6400000,20000000,2.125
4871,6400000,21000000,2.28125
4872,6400000,22000000,2.4375
4873,6400000,23000000,2.59375
4874,6400000,24000000,2.75
4875,6400000,25000000,2.90625
4876,6400000,26000000,3.0625
4877,6400000,27000000,3.21875
4878,6400000,28000000,3.375
4879,6400000,29000000,3.53125
4880,6400000,30000000,3.6875
4881,6400000,31000000,3.84375
4882,6400000,32000000,4.0
4883,6400000,33000000,4.15625
4884,6400000,34000000,4.3125
4885,6400000,35000000,4.46875
4886,6400000,36000000,4.625
4887,6400000,37000000,4.78125
4888,6400000,38000000,4.9375
4889,6400000,39000000,5.09375
4890,6400000,40000000,5.25
4891,6400000,41000000,5.40625
4892,6400000,42000000,5.5625
4893,6400000,43000000,5.71875
4894,6400000,44000000,5.875
4895,6400000,45000000,6.03125
4896,6400000,46000000,6.1875
4897,6400000,47000000,6.34375
4898,6400000,48000000,6.5
4899,6400000,49000000,6.65625
4900,6400000,50000000,6.8125
4901,6400000,51000000,6.96875
4902,6400000,52000000,7.125
4903,6400000,53000000,7.28125
4904,6400000,54000000,7.4375
4905,6400000,55000000,7.59375
4906,6400000,56000000,7.75
4907,6400000,57000000,7.90625
4908,6400000,58000000,8.0625
4909,6400000,59000000,8.21875
4910,6400000,60000000,8.375
4911,6400000,61000000,8.53125
4912,6400000,62000000,8.6875
4913,6400000,63000000,8.84375
4914,6400000,64000000,9.0
4915,6400000,65000000,9.15625
4916,6400000,66000000,9.3125
4917,6400000,67000000,9.46875
4918,6400000,68000000,9.625
4919,6400000,69000000,9.78125
4920,6400000,70000000,9.9375
4921,6400000,71000000,10.09375
4922,6400000,72000000,10.25
4923,6400000,73000000,10.40625
4924,6400000,74000000,10.5625
4925,6400000,75000000,10.71875
4926,6400000,76000000,10.875
4927,6400000,77000000,11.03125
4928,6400000,78000000,11.1875
4929,6400000,79000000,11.34375
4930,6400000,80000000,11.5
4931,6400000,81000000,11.65625
4932,6400000,82000000,11.8125
4933,6400000,83000000,11.96875
4934,6400000,84000000,12.125
4935,6400000,85000000,12.28125
4936,6400000,86000000,12.4375
4937,6400000,87000000,12.59375
4938,6400000,88000000,12.75
4939,6400000,89000000,12.90625
4940,6400000,90000000,13.0625
4941,6400000,91000000,13.21875
4942,6400000,92000000,13.375
4943,6400000,93000000,13.53125
4944,6400000,94000000,13.6875
4945,6400000,95000000,13.84375
4946,6400000,96000000,14.0
4947,6400000,97000000,14.15625
4948,6400000,98000000,14.3125
4949,6400000,99000000,14.46875
4950,6500000,10000000,0.5384615384615384
4951,6500000,11000000,0.6923076923076923
4952,6500000,12000000,0.8461538461538461
4953,6500000,13000000,1.0
4954,6500000,14000000,1.1538461538461537
4955,6500000,15000000,1.3076923076923077
4956,6500000,16000000,1.4615384615384615
4957,6500000,17000000,1.6153846153846154
4958,6500000,18000000,1.7692307692307692
4959,6500000,19000000,1.9230769230769231
4960,6500000,20000000,2.076923076923077
4961,6500000,21000000,2.230769230769231
4962,6500000,22000000,2.3846153846153846
4963,6500000,23000000,2.5384615384615383
4964,6500000,24000000,2.6923076923076925
4965,6500000,25000000,2.8461538461538463
4966,6500000,26000000,3.0
4967,6500000,27000000,3.1538461538461537
4968,6500000,28000000,3.3076923076923075
4969,6500000,29000000,3.4615384615384617
4970,6500000,30000000,3.6153846153846154
4971,6500000,31000000,3.769230769230769
4972,6500000,32000000,3.923076923076923
4973,6500000,33000000,4.076923076923077
4974,6500000,34000000,4.230769230769231
4975,6500000,35000000,4.384615384615385
4976,6500000,36000000,4.538461538461538
4977,6500000,37000000,4.6923076923076925
4978,6500000,38000000,4.846153846153846
4979,6500000,39000000,5.0
4980,6500000,40000000,5.153846153846154
4981,6500000,41000000,5.3076923076923075
4982,6500000,42000000,5.461538461538462
4983,6500000,43000000,5.615384615384615
4984,6500000,44000000,5.769230769230769
4985,6500000,45000000,5.923076923076923
4986,6500000,46000000,6.076923076923077
4987,6500000,47000000,6.230769230769231
4988,6500000,48000000,6.384615384615385
4989,6500000,49000000,6.538461538461538
4990,6500000,50000000,6.6923076923076925
4991,6500000,51000000,6.846153846153846
4992,6500000,52000000,7.0
4993,6500000,53000000,7.153846153846154
4994,6500000,54000000,7.3076923076923075
4995,6500000,55000000,7.461538461538462
4996,6500000,56000000,7.615384615384615
4997,6500000,57000000,7.769230769230769
4998,6500000,58000000,7.923076923076923
4999,6500000,59000000,8.076923076923077
5000,6500000,60000000,8.23076923076923
5001,6500000,61000000,8.384615384615385
5002,6500000,62000000,8.538461538461538
5003,6500000,63000000,8.692307692307692
5004,6500000,64000000,8.846153846153847
5005,6500000,65000000,9.0
5006,6500000,66000000,9.153846153846153
5007,6500000,67000000,9.307692307692308
5008,6500000,68000000,9.461538461538462
5009,6500000,69000000,9.615384615384615
5010,6500000,70000000,9.76923076923077
5011,6500000,71000000,9.923076923076923
5012,6500000,72000000,10.076923076923077
5013,6500000,73000000,10.23076923076923
5014,6500000,74000000,10.384615384615385
5015,6500000,75000000,10.538461538461538
5016,6500000,76000000,10.692307692307692
5017,6500000,77000000,10.846153846153847
5018,6500000,78000000,11.0
5019,6500000,79000000,11.153846153846153
5020,6500000,80000000,11.307692307692308
5021,6500000,81000000,11.461538461538462
5022,6500000,82000000,11.615384615384615
5023,6500000,83000000,11.76923076923077
5024,6500000,84000000,11.923076923076923
5025,6500000,85000000,12.076923076923077
5026,6500000,86000000,12.23076923076923
5027,6500000,87000000,12.384615384615385
5028,6500000,88000000,12.538461538461538
5029,6500000,89000000,12.692307692307692
5030,6500000,90000000,12.846153846153847
5031,6500000,91000000,13.0
5032,6500000,92000000,13.153846153846153
5033,6500000,93000000,13.307692307692308
5034,6500000,94000000,13.461538461538462
5035,6500000,95000000,13.615384615384615
5036,6500000,96000000,13.76923076923077
5037,6500000,97000000,13.923076923076923
5038,6500000,98000000,14.076923076923077
5039,6500000,99000000,14.23076923076923
5040,6600000,10000000,0.5151515151515151
