,name,rate,depth,volume,comment,percentage,time,id
12468,PIXEL,16.693781,1027166.01018,18174450.51666,@!#[.]?|=._,341891.0,2024-03-21 04:45:52,22493
12469,AVAX,15.732722,4702083.1666,78678652.23108,@!#[.]?|=._,421914.0,2024-03-21 04:45:52,22494
12470,BOME,12.007623,5548307.649631,72170296.94497,@!#[.]?|=._,657419.0,2024-03-21 04:45:52,22495
12471,EUR,11.797678,1114218.631956,14259411.178287,@!#[.]?|=._,348291.0,2024-03-21 04:45:52,22496
12472,RNDR,11.473133,3186025.69945,39739723.883199,@!#[.]?|=._,579424.0,2024-03-21 04:45:52,22497
12473,STX,10.881932,1685391.764779,20025709.720383,@!#[.]?|=._,541891.0,2024-03-21 04:45:52,22498
12474,SHIB,10.561153,8661353.215637,100135232.896438,@!#[.]?|=._,382084.0,2024-03-21 04:45:52,22499
12475,FDUSD,10.272334,20297138.2017,228796124.13702,@!#[.]?|=._,369193.0,2024-03-21 04:45:52,22500
12476,POLYX,8.95925,1398566.94419,13928678.528823,~_~^[.]^|!~,464690.0,2024-03-21 04:45:52,22501
12477,BNB,8.493363,11109201.959,105463691.22945,~_~^[.]^|!~,303703.0,2024-03-21 04:45:52,22502
12478,ETHFI,4.193639,8484445.3305,44065148.53518,-:-:[.]^|[],631294.0,2024-03-21 04:45:52,22503
12479,CFX,3.698708,3605987.2644,16943480.6778,:*:*[.]-|~:,524697.0,2024-03-21 04:45:52,22504
12480,NEAR,2.995557,9764940.7639,39016376.56932,~::[.]-|=@#,727783.0,2024-03-21 04:45:52,22505
12481,STRK,0.533732,9431948.48587,14466083.698671,__@[.]-|=.~,501011.0,2024-03-21 04:45:52,22506
12482,BCH,-0.215503,26801650.4984,21025818.76335,.~[.]^|=!^-,902082.0,2024-03-21 04:45:52,22507
12483,AEVO,-0.49078,26471429.6126,13479781.59816,.~[.]^|=!^-,854983.0,2024-03-21 04:45:52,22508
12484,FET,47.711683,1040511.152,50685049.30575,@!#[.]?|=._,319941.0,2024-03-21 05:16:42,22509
12485,SOL,45.179981,8121217.7491,375037679.55807,@!#[.]?|=._,520880.0,2024-03-21 05:16:42,22510
12486,FTM,22.913705,3053649.928,73024084.37817,@!#[.]?|=._,677158.0,2024-03-21 05:16:42,22511
12487,SUI,17.997992,2057466.25027,39087727.343346,@!#[.]?|=._,407994.0,2024-03-21 05:16:42,22512
12488,AVAX,14.657192,5164971.3978,80868951.00588,@!#[.]?|=._,435277.0,2024-03-21 05:16:42,22513
12489,POLYX,14.33643,1013333.01586,15540910.597683,@!#[.]?|=._,373115.0,2024-03-21 05:16:42,22514
12490,STX,12.310024,1493389.659819,19877052.542142,@!#[.]?|=._,446147.0,2024-03-21 05:16:42,22515
12491,RNDR,11.936861,3062883.9069,39624104.539959,@!#[.]?|=._,553153.0,2024-03-21 05:16:42,22516
12492,PIXEL,11.712295,1359262.68818,17279348.438238,@!#[.]?|=._,404461.0,2024-03-21 05:16:42,22517
12493,SHIB,11.314694,8582376.092605,105689336.230852,@!#[.]?|=._,376485.0,2024-03-21 05:16:42,22518
12494,BOME,10.759437,5927932.669338,69709151.251615,@!#[.]?|=._,619804.0,2024-03-21 05:16:42,22519
12495,FDUSD,10.31979,23172326.6115,262305867.49053,@!#[.]?|=._,404264.0,2024-03-21 05:16:42,22520
12496,NEAR,4.497989,8320481.4221,45745911.17352,-:-:[.]^|[],668312.0,2024-03-21 05:16:42,22521
12497,ETHFI,3.918717,8651525.2077,42554404.10694,:*:*[.]-|~:,641803.0,2024-03-21 05:16:42,22522
12498,CFX,3.216998,4155781.57,17524922.07876,:*:*[.]-|~:,578084.0,2024-03-21 05:16:42,22523
12499,GRT,2.586341,2793177.6444,10017287.80842,~::[.]-|=@#,570845.0,2024-03-21 05:16:42,22524
12500,STRK,0.534349,9357285.02245,14357341.737648,__@[.]-|=.~,498720.0,2024-03-21 05:16:42,22525
12501,BCH,-0.018723,20911303.2276,20519785.14063,.~[.]^|=!^-,872689.0,2024-03-21 05:16:42,22526
12502,AEVO,-0.527204,25902292.6598,12246488.10687,.~[.]^|=!^-,846715.0,2024-03-21 05:16:42,22527
12503,ARB,59.065175,1091299.1241,65549072.736255,@!#[.]?|=._,359736.0,2024-03-21 05:47:37,22528
12504,WIF,53.362802,1073824.383682,58376102.090901,@!#[.]?|=._,344108.0,2024-03-21 05:47:37,22529
12505,FTM,48.051213,1753677.0887,86019987.58863,@!#[.]?|=._,416983.0,2024-03-21 05:47:37,22530
12506,SOL,40.625703,8587246.8791,357450188.03775,@!#[.]?|=._,509989.0,2024-03-21 05:47:37,22531
12507,SUI,19.401263,2062535.49024,42078328.294554,@!#[.]?|=._,415095.0,2024-03-21 05:47:37,22532
12508,STX,13.886128,1628219.432569,24237882.332883,@!#[.]?|=._,499755.0,2024-03-21 05:47:37,22533
12509,POLYX,13.798276,1053697.11612,15592900.377285,@!#[.]?|=._,380659.0,2024-03-21 05:47:37,22534
12510,BONK,13.454668,1565628.387476,22630638.636715,@!#[.]?|=._,300867.0,2024-03-21 05:47:37,22535
12511,AVAX,12.906542,5603815.2057,77929694.24172,@!#[.]?|=._,457172.0,2024-03-21 05:47:37,22536
12512,BOME,11.390687,5402836.263158,66944854.501085,@!#[.]?|=._,596539.0,2024-03-21 05:47:37,22537
12513,RNDR,11.081813,3214973.25803,38842704.586683,@!#[.]?|=._,557772.0,2024-03-21 05:47:37,22538
12514,SHIB,10.496346,8560375.028401,98413034.14215,@!#[.]?|=._,379282.0,2024-03-21 05:47:37,22539
12515,JOE,7.235154,1283554.121713,10570266.326424,''~[.]^|!~^,601280.0,2024-03-21 05:47:37,22540
12516,FDUSD,6.795637,33242398.4564,259145657.9715,!*!*[.]-|:~,549980.0,2024-03-21 05:47:37,22541
12517,CFX,5.864855,2505589.6733,17200510.9971,~*![.]?|--*,432869.0,2024-03-21 05:47:37,22542
12518,ETHFI,4.141694,8558658.6377,44006001.56628,-:-:[.]^|[],648836.0,2024-03-21 05:47:37,22543
12519,NEAR,4.034149,8675070.9069,43671598.01082,-:-:[.]^|[],683806.0,2024-03-21 05:47:37,22544
12520,STRK,0.427141,9300410.57705,13273001.035923,__@[.]-|=.~,497646.0,2024-03-21 05:47:37,22545
12521,BCH,-0.029092,19889073.5841,19310451.19959,.~[.]^|=!^-,868340.0,2024-03-21 05:47:37,22546
12522,AEVO,-0.566867,26276418.9483,11381192.79336,.~[.]^|=!^-,849941.0,2024-03-21 05:47:37,22547
12523,BTC,185.28459,4773506.303901,889230666.482675,@!#[.]?|=._,360078.0,2024-03-21 06:18:28,22548
12524,ARB,51.022291,1093346.99325,56878415.236062,@!#[.]?|=._,357388.0,2024-03-21 06:18:28,22549
12525,SOL,45.99086,7208454.841,338731493.12679,@!#[.]?|=._,317116.0,2024-03-21 06:18:28,22550
12526,SUI,27.824945,1589339.14248,45812614.098951,@!#[.]?|=._,368147.0,2024-03-21 06:18:28,22551
12527,DOT,12.82284,1410877.81636,19502338.996896,@!#[.]?|=._,425133.0,2024-03-21 06:18:28,22552
12528,POLYX,12.466432,1054615.12411,14201902.480692,@!#[.]?|=._,388103.0,2024-03-21 06:18:28,22553
12529,EUR,11.411576,1131081.569866,14038504.493772,@!#[.]?|=._,361667.0,2024-03-21 06:18:28,22554
12530,FDUSD,10.567676,20892676.2683,241679711.26032,@!#[.]?|=._,380788.0,2024-03-21 06:18:28,22555
12531,APT,10.403979,1804256.448719,20575702.090322,@!#[.]?|=._,495226.0,2024-03-21 06:18:28,22556
12532,SHIB,8.684257,9365944.801527,90702217.716877,~_~^[.]^|!~,402842.0,2024-03-21 06:18:28,22557
12533,AVAX,8.475566,7588733.9945,71907548.29464,~_~^[.]^|!~,550001.0,2024-03-21 06:18:28,22558
12534,BOME,8.172534,7154544.968563,65625307.185992,~_~^[.]^|!~,683948.0,2024-03-21 06:18:28,22559
12535,RNDR,7.666343,3925602.06045,34020613.295793,''~[.]^|!~^,616954.0,2024-03-21 06:18:28,22560
12536,JOE,7.140258,1270361.538683,10341070.305138,''~[.]^|!~^,571673.0,2024-03-21 06:18:28,22561
12537,BNB,6.030492,14506343.1154,101986725.33801,!*!*[.]-|:~,386372.0,2024-03-21 06:18:28,22562
12538,ETHFI,4.701017,7344925.0463,41873544.58983,-:-:[.]^|[],597956.0,2024-03-21 06:18:28,22563
12539,NEAR,3.240668,9806544.4311,41586302.60835,:*:*[.]-|~:,724396.0,2024-03-21 06:18:28,22564
12540,CFX,3.049362,3911555.2723,15839304.99399,:*:*[.]-|~:,554333.0,2024-03-21 06:18:28,22565
12541,STRK,0.375674,9014602.05356,12401151.816024,__@[.]-|=.~,477425.0,2024-03-21 06:18:28,22566
12542,BCH,-0.213008,21884519.0704,17222947.12956,.~[.]^|=!^-,879836.0,2024-03-21 06:18:28,22567
12543,AEVO,-0.601713,25901923.1727,10316403.54744,.~[.]^|=!^-,844821.0,2024-03-21 06:18:28,22568
12544,FTM,22.138629,3041006.307,70364715.93849,@!#[.]?|=._,582168.0,2024-03-21 06:49:19,22569
12545,SOL,21.359658,14842660.8107,331876812.95793,@!#[.]?|=._,661731.0,2024-03-21 06:49:19,22570
12546,BOME,16.217909,4218031.318647,72625679.856091,@!#[.]?|=._,537518.0,2024-03-21 06:49:19,22571
12547,DOT,13.361347,1238791.68567,17790716.762634,@!#[.]?|=._,389118.0,2024-03-21 06:49:19,22572
12548,POLYX,11.900353,1019830.02505,13156167.496119,@!#[.]?|=._,368619.0,2024-03-21 06:49:19,22573
12549,EUR,11.74918,1029569.981106,13126172.977026,@!#[.]?|=._,333404.0,2024-03-21 06:49:19,22574
12550,AVAX,11.089063,5650456.4362,68308723.61793,@!#[.]?|=._,460846.0,2024-03-21 06:49:19,22575
12551,SHIB,8.153388,9524580.018023,87182175.433368,~_~^[.]^|!~,406672.0,2024-03-21 06:49:19,22576
12552,FDUSD,6.844656,27816155.3639,218208176.73951,!*!*[.]-|:~,481339.0,2024-03-21 06:49:19,22577
12553,ETHFI,5.881854,6216609.0677,42781798.99485,~*![.]?|--*,541117.0,2024-03-21 06:49:19,22578
12554,BNB,4.879757,15140044.5326,89019784.21167,-:-:[.]^|[],401360.0,2024-03-21 06:49:19,22579
12555,CFX,4.629202,2478103.4232,13949745.71418,-:-:[.]^|[],419621.0,2024-03-21 06:49:19,22580
12556,NEAR,3.807311,8457405.473,40657376.58132,:*:*[.]-|~:,658399.0,2024-03-21 06:49:19,22581
12557,STRK,0.182884,9286365.59533,10984691.272224,__@[.]-|=.~,507254.0,2024-03-21 06:49:19,22582
12558,BCH,-0.328395,23166448.4001,15558695.2494,.~[.]^|=!^-,889158.0,2024-03-21 06:49:19,22583
12559,FTM,41.43124,1679783.6583,71275303.80162,@!#[.]?|=._,394006.0,2024-03-21 07:20:10,22584
12560,SOL,19.770083,14974100.4288,311013315.20823,@!#[.]?|=._,661309.0,2024-03-21 07:20:10,22585
12561,BOME,18.069988,3694842.120349,70460593.366655,@!#[.]?|=._,492909.0,2024-03-21 07:20:10,22586
12562,DOT,14.758913,1080131.62793,17021699.861385,@!#[.]?|=._,343546.0,2024-03-21 07:20:10,22587
12563,AVAX,10.577863,5582129.2755,64629127.39422,@!#[.]?|=._,455900.0,2024-03-21 07:20:10,22588
12564,FDUSD,8.984785,21211020.9578,211787474.67483,~_~^[.]^|!~,392010.0,2024-03-21 07:20:10,22589
12565,SHIB,7.596731,9752342.283513,83838258.368039,''~[.]^|!~^,415832.0,2024-03-21 07:20:10,22590
12566,EUR,6.728189,1589261.298706,12282112.168491,!*!*[.]-|:~,442279.0,2024-03-21 07:20:10,22591
12567,ETHFI,5.137214,7020079.8614,43083732.67749,~*![.]?|--*,553388.0,2024-03-21 07:20:10,22592
12568,BNB,4.363074,15037893.11,80649332.32743,-:-:[.]^|[],399235.0,2024-03-21 07:20:10,22593
12569,NEAR,3.315205,9116966.7093,39341579.98089,:*:*[.]-|~:,684810.0,2024-03-21 07:20:10,22594
12570,CFX,2.259394,3960591.2375,12909128.76894,~::[.]-|=@#,557647.0,2024-03-21 07:20:10,22595
12571,STRK,0.172741,9066433.79653,10632580.720263,__@[.]-|=.~,484321.0,2024-03-21 07:20:10,22596
12572,BCH,-0.491163,26691995.548,13581878.21868,.~[.]^|=!^-,899758.0,2024-03-21 07:20:10,22597
12573,AEVO,-0.603757,26592883.4269,10537257.05436,.~[.]^|=!^-,854647.0,2024-03-21 07:20:10,22598
12574,ETH,212.746582,1933058.244576,413184591.884215,@!#[.]?|=._,348144.0,2024-03-21 07:51:02,22599
12575,FTM,34.677618,1930555.8722,68877635.47296,@!#[.]?|=._,446887.0,2024-03-21 07:51:02,22600
12576,SOL,23.545062,11987159.3781,294225571.58277,@!#[.]?|=._,588411.0,2024-03-21 07:51:02,22601
12577,BOME,19.074003,3301030.01841,66264885.908178,@!#[.]?|=._,449778.0,2024-03-21 07:51:02,22602
12578,DOT,12.090145,1121476.52318,14680289.84892,@!#[.]?|=._,356226.0,2024-03-21 07:51:02,22603
12579,AVAX,10.373223,5124704.2595,58284403.89612,@!#[.]?|=._,424205.0,2024-03-21 07:51:02,22604
12580,SHIB,6.982295,9526680.287357,76044776.138978,!*!*[.]-|:~,405791.0,2024-03-21 07:51:02,22605
12581,EUR,6.549565,1616862.538606,12206609.118831,!*!*[.]-|:~,476382.0,2024-03-21 07:51:02,22606
12582,FDUSD,6.404537,24869728.3273,184148830.35846,!*!*[.]-|:~,447795.0,2024-03-21 07:51:02,22607
12583,BNB,3.994161,15129252.7203,75557925.73536,:*:*[.]-|~:,411592.0,2024-03-21 07:51:02,22608
12584,ETHFI,3.897645,7914831.9499,38764037.43966,:*:*[.]-|~:,602019.0,2024-03-21 07:51:02,22609
12585,NEAR,3.005692,8801968.5422,35257973.83158,:*:*[.]-|~:,677918.0,2024-03-21 07:51:02,22610
12586,CFX,2.075828,3691600.8754,11354727.64812,~::[.]-|=@#,520007.0,2024-03-21 07:51:02,22611
12587,BCH,-0.542959,25603753.2915,11701957.79124,.~[.]^|=!^-,891508.0,2024-03-21 07:51:02,22612
12588,AEVO,-0.571726,25935779.8033,11107619.49246,.~[.]^|=!^-,847117.0,2024-03-21 07:51:02,22613
12589,FTM,25.971209,2385411.8731,64337442.65658,@!#[.]?|=._,492829.0,2024-03-21 08:21:52,22614
12590,SOL,25.172222,10873292.0397,284578214.38287,@!#[.]?|=._,530696.0,2024-03-21 08:21:52,22615
12591,BOME,25.126236,2709153.73524,70779988.842328,@!#[.]?|=._,379494.0,2024-03-21 08:21:52,22616
12592,APT,15.623679,1691975.457082,28126857.627416,@!#[.]?|=._,455446.0,2024-03-21 08:21:52,22617
12593,AVAX,11.085133,4713386.0453,56961895.23891,@!#[.]?|=._,395146.0,2024-03-21 08:21:52,22618
12594,SHIB,6.656811,9638116.472383,73797239.707178,!*!*[.]-|:~,412550.0,2024-03-21 08:21:52,22619
12595,EUR,6.407716,1488368.541976,11025412.201917,!*!*[.]-|:~,454088.0,2024-03-21 08:21:52,22620
12596,ETHFI,4.21132,8268172.5054,43088089.53567,-:-:[.]^|[],623851.0,2024-03-21 08:21:52,22621
12597,FDUSD,3.317298,40346025.8042,174185829.16848,:*:*[.]-|~:,666067.0,2024-03-21 08:21:52,22622
12598,CFX,3.278251,2441178.7064,10443974.85045,:*:*[.]-|~:,411225.0,2024-03-21 08:21:52,22623
12599,NEAR,3.037999,8303548.1279,33529721.08908,:*:*[.]-|~:,651282.0,2024-03-21 08:21:52,22624
12600,BCH,-0.547692,24965187.7697,11291944.7235,.~[.]^|=!^-,889079.0,2024-03-21 08:21:52,22625
12601,AEVO,-0.609069,26451342.2772,10340640.60789,.~[.]^|=!^-,848256.0,2024-03-21 08:21:52,22626
12602,BTC,224.757112,2937946.902708,663262407.321181,@!#[.]?|=._,323360.0,2024-03-21 08:52:49,22627
12603,ETH,205.959694,1971729.474492,408068529.424829,@!#[.]?|=._,403798.0,2024-03-21 08:52:49,22628
12604,SUI,35.517115,1356942.38989,49551620.70111,@!#[.]?|=._,303274.0,2024-03-21 08:52:49,22629
12605,FTM,34.534952,1613805.543,57346502.25078,@!#[.]?|=._,394998.0,2024-03-21 08:52:49,22630
12606,POLYX,34.25437,1103601.04283,38906759.099439,@!#[.]?|=._,368871.0,2024-03-21 08:52:49,22631
12607,APT,28.920203,1046730.372673,31318385.574248,@!#[.]?|=._,357654.0,2024-03-21 08:52:49,22632
12608,BOME,25.155251,2713686.663252,70977156.641671,@!#[.]?|=._,376621.0,2024-03-21 08:52:49,22633
12609,SOL,24.038218,11462513.5674,287000912.18481,@!#[.]?|=._,610569.0,2024-03-21 08:52:49,22634
12610,STX,12.762955,1348902.981769,18564891.120684,@!#[.]?|=._,442654.0,2024-03-21 08:52:49,22635
12611,AVAX,10.256862,4958160.443,55813329.68163,@!#[.]?|=._,415070.0,2024-03-21 08:52:49,22636
12612,BONK,7.939993,1557826.241149,13926955.922623,''~[.]^|!~^,305523.0,2024-03-21 08:52:49,22637
12613,SHIB,6.738733,9641066.341452,74609642.878811,!*!*[.]-|:~,412739.0,2024-03-21 08:52:49,22638
12614,BNB,5.116501,13645923.5174,83465301.17652,~*![.]?|--*,379861.0,2024-03-21 08:52:49,22639
12615,ETHFI,4.549587,7614501.043,42257339.19393,-:-:[.]^|[],612234.0,2024-03-21 08:52:49,22640
12616,NEAR,2.904353,8478075.8231,33101399.76729,~::[.]-|=@#,660181.0,2024-03-21 08:52:49,22641
12617,FDUSD,2.874607,42346807.3961,164077223.77035,~::[.]-|=@#,686957.0,2024-03-21 08:52:49,22642
12618,CFX,1.656227,3897703.8697,10353187.31214,__~[.]_|*~:,535822.0,2024-03-21 08:52:49,22643
12619,BCH,-0.586896,27166910.0427,11222755.91259,.~[.]^|=!^-,899506.0,2024-03-21 08:52:49,22644
12620,SOL,38.84372,6856228.7594,273177660.18138,@!#[.]?|=._,439522.0,2024-03-21 09:23:42,22645
12621,POLYX,25.209728,1506769.72071,39492023.941797,@!#[.]?|=._,493155.0,2024-03-21 09:23:42,22646
12622,SUI,19.475795,2468126.04861,50536844.137485,@!#[.]?|=._,457779.0,2024-03-21 09:23:42,22647
12623,FTM,18.712181,2438680.4867,48071710.97205,@!#[.]?|=._,504808.0,2024-03-21 09:23:42,22648
12624,APT,16.585961,1623882.68395,28557537.209831,@!#[.]?|=._,469124.0,2024-03-21 09:23:42,22649
12625,STX,14.033737,1143400.575309,17189583.66915,@!#[.]?|=._,406526.0,2024-03-21 09:23:42,22650
12626,AVAX,8.090695,5294145.2802,48127458.12366,~_~^[.]^|!~,424587.0,2024-03-21 09:23:42,22651
12627,SHIB,6.577052,9220348.976209,69863066.342981,!*!*[.]-|:~,398190.0,2024-03-21 09:23:42,22652
12628,BNB,5.200592,12504698.7871,77536530.81036,~*![.]?|--*,347785.0,2024-03-21 09:23:42,22653
12629,ETHFI,3.906637,8201696.1049,40242747.38361,:*:*[.]-|~:,642495.0,2024-03-21 09:23:42,22654
12630,NEAR,2.770074,7993383.1115,30135646.9419,~::[.]-|=@#,640913.0,2024-03-21 09:23:42,22655
12631,FDUSD,2.658297,42089935.3308,153977493.84048,~::[.]-|=@#,674801.0,2024-03-21 09:23:42,22656
12632,BTC,157.367231,3657006.585448,579150006.618264,@!#[.]?|=._,324035.0,2024-03-21 09:54:35,22657
12633,POLYX,38.500547,1139138.97532,44996612.607537,@!#[.]?|=._,385968.0,2024-03-21 09:54:35,22658
12634,SOL,37.265012,6369709.3955,243737003.83494,@!#[.]?|=._,385140.0,2024-03-21 09:54:35,22659
12635,FTM,17.794988,2453737.9425,46117974.94458,@!#[.]?|=._,487717.0,2024-03-21 09:54:35,22660
12636,APT,17.330409,1507029.384509,27624465.479711,@!#[.]?|=._,431519.0,2024-03-21 09:54:35,22661
12637,AVAX,9.647114,4186031.4032,44569151.92785,!~:[.]^|~!^,363070.0,2024-03-21 09:54:35,22662
12638,SHIB,5.893571,9270470.44501,63906642.227249,~*![.]?|--*,397480.0,2024-03-21 09:54:35,22663
12639,BNB,4.2119,14030226.7185,73124144.99826,-:-:[.]^|[],382974.0,2024-03-21 09:54:35,22664
12640,ETHFI,3.905009,7932965.6267,38911267.51461,:*:*[.]-|~:,630246.0,2024-03-21 09:54:35,22665
12641,FDUSD,3.262168,34227065.0127,145881515.0136,:*:*[.]-|~:,591242.0,2024-03-21 09:54:35,22666
12642,NEAR,2.315045,8179676.8342,27116000.38488,~::[.]-|=@#,650923.0,2024-03-21 09:54:35,22667
12643,AEVO,-0.52897,25511191.9277,12016535.8434,.~[.]^|=!^-,837338.0,2024-03-21 09:54:35,22668
12644,BTC,94.266455,5709047.810214,543880745.90216,@!#[.]?|=._,482565.0,2024-03-21 10:25:26,22669
12645,POLYX,34.348907,1458832.3589,51568129.529934,@!#[.]?|=._,493167.0,2024-03-21 10:25:26,22670
12646,FTM,29.98375,1330364.0233,41219665.74399,@!#[.]?|=._,305979.0,2024-03-21 10:25:26,22671
12647,SOL,29.552334,7144758.1733,218289036.61692,@!#[.]?|=._,393507.0,2024-03-21 10:25:26,22672
12648,APT,22.178871,1130909.708616,26213209.910163,@!#[.]?|=._,356811.0,2024-03-21 10:25:26,22673
12649,AVAX,8.840794,4296149.742,42277522.47192,~_~^[.]^|!~,373506.0,2024-03-21 10:25:26,22674
12650,TRU,5.309862,2333582.0371,14724581.55765,~*![.]?|--*,774713.0,2024-03-21 10:25:26,22675
12651,SHIB,5.104545,9221200.991195,56291236.101048,~*![.]?|--*,393664.0,2024-03-21 10:25:26,22676
12652,ETHFI,4.298163,7586529.7854,40194674.7216,-:-:[.]^|[],611659.0,2024-03-21 10:25:26,22677
12653,FDUSD,3.313075,29882014.083,128883353.05788,:*:*[.]-|~:,538071.0,2024-03-21 10:25:26,22678
12654,BNB,3.041741,16780617.7849,67822904.73372,:*:*[.]-|~:,458287.0,2024-03-21 10:25:26,22679
12655,NEAR,1.911603,8310582.9198,24197121.49653,__~[.]_|*~:,649491.0,2024-03-21 10:25:26,22680
12656,AEVO,-0.498435,26291945.3785,13187121.53373,.~[.]^|=!^-,844090.0,2024-03-21 10:25:26,22681
12657,SOL,23.849746,7875298.0119,195699155.51715,@!#[.]?|=._,409641.0,2024-03-21 10:56:19,22682
12658,SUI,21.648903,1780824.83271,40333729.167117,@!#[.]?|=._,332709.0,2024-03-21 10:56:19,22683
12659,TRU,9.473486,1790936.60226,18757349.197677,!~:[.]^|~!^,638177.0,2024-03-21 10:56:19,22684
12660,AVAX,8.399894,4098747.7879,38527795.46997,~_~^[.]^|!~,353485.0,2024-03-21 10:56:19,22685
12661,ETHFI,4.387174,7331821.1643,39497796.64689,-:-:[.]^|[],601625.0,2024-03-21 10:56:19,22686
12662,SHIB,4.136204,9147081.169697,46981275.189512,-:-:[.]^|[],391566.0,2024-03-21 10:56:19,22687
12663,BNB,3.089968,17757288.4885,72626736.41955,:*:*[.]-|~:,478045.0,2024-03-21 10:56:19,22688
12664,FDUSD,2.138704,35475758.5843,111347910.22029,~::[.]-|=@#,604269.0,2024-03-21 10:56:19,22689
12665,NEAR,1.570896,8297049.6653,21330854.00463,__~[.]_|*~:,650906.0,2024-03-21 10:56:19,22690
12666,AEVO,-0.547948,26227526.8918,11856211.04784,.~[.]^|=!^-,845243.0,2024-03-21 10:56:19,22691
12667,BTC,160.703158,2712572.104951,438631476.128905,@!#[.]?|=._,311736.0,2024-03-21 11:27:09,22692
12668,SOL,29.710182,6242068.0384,191695044.53892,@!#[.]?|=._,368533.0,2024-03-21 11:27:09,22693
12669,FTM,13.472026,2341552.6583,33887011.66038,@!#[.]?|=._,476893.0,2024-03-21 11:27:09,22694
12670,TRU,7.458586,2134188.4799,18052216.677378,''~[.]^|!~^,763123.0,2024-03-21 11:27:09,22695
12671,AVAX,7.052472,4331811.6031,34881791.4057,''~[.]^|!~^,377420.0,2024-03-21 11:27:09,22696
12672,SHIB,3.84238,9118343.174895,44154484.372966,:*:*[.]-|~:,388513.0,2024-03-21 11:27:09,22697
12673,ETHFI,3.774188,7135433.3444,34065898.37571,:*:*[.]-|~:,598604.0,2024-03-21 11:27:09,22698
12674,BNB,3.175279,16664517.837,69579009.15702,:*:*[.]-|~:,454877.0,2024-03-21 11:27:09,22699
12675,NEAR,1.477701,8508771.76,21082194.57879,__~[.]_|*~:,658448.0,2024-03-21 11:27:09,22700
12676,FDUSD,0.896103,50918591.8596,96546869.85576,__@[.]-|=.~,729816.0,2024-03-21 11:27:09,22701
12677,AEVO,-0.57831,26217379.0261,11055609.91878,.~[.]^|=!^-,843744.0,2024-03-21 11:27:09,22702
12678,TRU,7.726426,1990422.34884,17369272.629654,''~[.]^|!~^,746924.0,2024-03-21 11:58:04,22703
12679,AVAX,7.218312,4022986.4108,33062158.07739,''~[.]^|!~^,364887.0,2024-03-21 11:58:04,22704
12680,SHIB,4.306512,8644012.598049,45869558.035837,-:-:[.]^|[],382885.0,2024-03-21 11:58:04,22705
12681,ETHFI,3.430795,7221094.964,31995193.64694,:*:*[.]-|~:,605726.0,2024-03-21 11:58:04,22706
12682,BNB,3.251168,15448890.4411,65675827.52433,:*:*[.]-|~:,449612.0,2024-03-21 11:58:04,22707
12683,NEAR,2.598349,5894072.9142,21208933.92966,~::[.]-|=@#,547098.0,2024-03-21 11:58:04,22708
12684,FDUSD,0.918006,46158786.4425,88532819.22795,__@[.]-|=.~,701135.0,2024-03-21 11:58:04,22709
12685,TRU,9.886339,1548828.75031,16861074.339516,!~:[.]^|~!^,680739.0,2024-03-21 12:28:56,22710
12686,AVAX,9.823088,3679543.8088,39824026.36056,!~:[.]^|~!^,343700.0,2024-03-21 12:28:56,22711
12687,SHIB,4.93931,8420994.324763,50014898.690838,-:-:[.]^|[],372542.0,2024-03-21 12:28:56,22712
12688,BNB,3.165355,17395369.2565,72457896.26364,:*:*[.]-|~:,469367.0,2024-03-21 12:28:56,22713
12689,ETHFI,2.917608,7938195.2756,31098737.07213,~::[.]-|=@#,639617.0,2024-03-21 12:28:56,22714
12690,NEAR,2.605447,6628734.9309,23899555.46991,~::[.]-|=@#,604324.0,2024-03-21 12:28:56,22715
12691,FDUSD,0.928135,53786599.1678,103707836.7228,__@[.]-|=.~,719934.0,2024-03-21 12:28:56,22716
12692,AEVO,-0.517202,23938676.3867,11557555.39644,.~[.]^|=!^-,829388.0,2024-03-21 12:28:56,22717
12693,SSV,-0.693818,34733754.48224,10634843.280162,.~[.]^|=!^-,924108.0,2024-03-21 12:28:56,22718
12694,BCH,-0.715026,36985028.3625,10539772.33914,.~[.]^|=!^-,924134.0,2024-03-21 12:28:56,22719
12695,AVAX,11.341286,3632410.5844,44828617.72143,@!#[.]?|=._,345823.0,2024-03-21 12:59:47,22720
12696,TRU,9.596201,1593930.34589,16889605.64061,!~:[.]^|~!^,677435.0,2024-03-21 12:59:47,22721
12697,BNB,6.003123,11180924.9361,78301392.06678,!*!*[.]-|:~,352584.0,2024-03-21 12:59:47,22722
12698,SHIB,4.428406,9122123.872132,49518591.480712,-:-:[.]^|[],403608.0,2024-03-21 12:59:47,22723
12699,ETHFI,2.862108,7830280.7117,30241389.47217,~::[.]-|=@#,634563.0,2024-03-21 12:59:47,22724
12700,NEAR,2.45085,6481896.7803,22368053.5161,~::[.]-|=@#,590268.0,2024-03-21 12:59:47,22725
12701,CYBER,2.182297,3220580.25999,10248842.539419,~::[.]-|=@#,738073.0,2024-03-21 12:59:47,22726
12702,FDUSD,0.944405,53712278.1087,104438421.85158,__@[.]-|=.~,739417.0,2024-03-21 12:59:47,22727
12703,CFX,0.940927,5157928.0575,10011159.49509,__@[.]-|=.~,690820.0,2024-03-21 12:59:47,22728
12704,BCH,-0.474552,30822866.3325,16195803.03486,.~[.]^|=!^-,903586.0,2024-03-21 12:59:47,22729
